,time,open,high,low,close,tick_volume,spread,real_volume
329,2023-03-20 00:00:00,1.0683,1.0689899999999999,1.06653,1.06748,13804,0,0
330,2023-03-20 04:00:00,1.0675,1.06845,1.06644,1.0679400000000001,11040,0,0
331,2023-03-20 08:00:00,1.0679400000000001,1.06811,1.06313,1.06745,35693,0,0
332,2023-03-20 12:00:00,1.06745,1.07309,1.06709,1.0723799999999999,23733,0,0
333,2023-03-20 16:00:00,1.0723799999999999,1.07296,1.07069,1.07161,18214,0,0
334,2023-03-20 20:00:00,1.07161,1.07258,1.07142,1.07177,10460,0,0
335,2023-03-21 00:00:00,1.07177,1.07259,1.07151,1.07169,10448,0,0
336,2023-03-21 04:00:00,1.07169,1.07224,1.07097,1.07157,5534,0,0
337,2023-03-21 08:00:00,1.07158,1.07496,1.07041,1.07462,17732,0,0
338,2023-03-21 12:00:00,1.07462,1.07886,1.07401,1.07769,17971,0,0
339,2023-03-21 16:00:00,1.07769,1.0783,1.07608,1.07643,18372,0,0
340,2023-03-21 20:00:00,1.07645,1.07742,1.07563,1.07667,5220,0,0
341,2023-03-22 00:00:00,1.07667,1.07769,1.07659,1.0772599999999999,8122,0,0
342,2023-03-22 04:00:00,1.07727,1.07753,1.07653,1.0772599999999999,6861,0,0
343,2023-03-22 08:00:00,1.07725,1.07931,1.07592,1.07867,16275,0,0
344,2023-03-22 12:00:00,1.07867,1.08003,1.0776,1.07815,14780,0,0
345,2023-03-22 16:00:00,1.07815,1.08005,1.07758,1.07935,13520,0,0
346,2023-03-22 20:00:00,1.07939,1.09125,1.0793,1.08574,34886,0,0
347,2023-03-23 00:00:00,1.08574,1.08883,1.08569,1.08863,9435,0,0
348,2023-03-23 04:00:00,1.08863,1.09114,1.08822,1.09047,10965,0,0
349,2023-03-23 08:00:00,1.09047,1.09299,1.08807,1.08858,22627,0,0
350,2023-03-23 12:00:00,1.08858,1.08939,1.08669,1.0887,20708,0,0
351,2023-03-23 16:00:00,1.08871,1.09079,1.08642,1.08688,19420,0,0
352,2023-03-23 20:00:00,1.08688,1.08768,1.08242,1.0832,17429,0,0
353,2023-03-24 00:00:00,1.0832,1.08384,1.08205,1.0825,10935,0,0
354,2023-03-24 04:00:00,1.0825,1.08372,1.08173,1.08336,10342,0,0
355,2023-03-24 08:00:00,1.08336,1.08354,1.07215,1.07258,26148,0,0
356,2023-03-24 12:00:00,1.07258,1.07658,1.07124,1.0757,32051,0,0
357,2023-03-24 16:00:00,1.07573,1.07677,1.07416,1.07616,21956,0,0
358,2023-03-24 20:00:00,1.07616,1.0766499999999999,1.07541,1.07601,5780,0,0
359,2023-03-27 00:00:00,1.07706,1.07798,1.07609,1.0761,8075,0,0
360,2023-03-27 04:00:00,1.0761,1.07749,1.07576,1.07679,9408,0,0
361,2023-03-27 08:00:00,1.07679,1.07822,1.07451,1.07667,18197,0,0
362,2023-03-27 12:00:00,1.07666,1.07809,1.07566,1.07731,15121,0,0
363,2023-03-27 16:00:00,1.07732,1.07949,1.07702,1.07911,16299,0,0
364,2023-03-27 20:00:00,1.07911,1.08001,1.07862,1.07977,6582,0,0
365,2023-03-28 00:00:00,1.07974,1.08179,1.07934,1.08157,4713,0,0
366,2023-03-28 04:00:00,1.08157,1.08194,1.081,1.08123,8573,0,0
367,2023-03-28 08:00:00,1.08122,1.08342,1.08063,1.08123,15034,0,0
368,2023-03-28 12:00:00,1.08123,1.08469,1.08102,1.08395,14771,0,0
369,2023-03-28 16:00:00,1.08395,1.08461,1.08165,1.0842,16752,0,0
370,2023-03-28 20:00:00,1.08423,1.08486,1.08357,1.08444,5569,0,0
371,2023-03-29 00:00:00,1.08454,1.08476,1.08362,1.08471,6720,0,0
372,2023-03-29 04:00:00,1.08472,1.08495,1.08338,1.08375,7549,0,0
373,2023-03-29 08:00:00,1.08383,1.08409,1.08178,1.08329,13079,0,0
374,2023-03-29 12:00:00,1.08329,1.08717,1.08323,1.08537,15473,0,0
375,2023-03-29 16:00:00,1.08537,1.08585,1.08236,1.08278,19362,0,0
376,2023-03-29 20:00:00,1.08278,1.08483,1.08259,1.08444,7579,0,0
377,2023-03-30 00:00:00,1.08432,1.08483,1.08355,1.08376,7600,0,0
378,2023-03-30 04:00:00,1.08376,1.08414,1.08264,1.08391,6105,0,0
379,2023-03-30 08:00:00,1.08394,1.08794,1.08237,1.08732,17749,0,0
380,2023-03-30 12:00:00,1.0874,1.09111,1.08591,1.09103,15323,0,0
381,2023-03-30 16:00:00,1.09103,1.09263,1.08946,1.0905,17799,0,0
382,2023-03-30 20:00:00,1.0905,1.09079,1.08922,1.0905,5441,0,0
383,2023-03-31 00:00:00,1.09044,1.09171,1.09016,1.09157,4988,0,0
384,2023-03-31 04:00:00,1.09156,1.09257,1.09012,1.09034,7823,0,0
385,2023-03-31 08:00:00,1.09034,1.09108,1.0873,1.08895,14430,0,0
386,2023-03-31 12:00:00,1.08893,1.08961,1.08642,1.08872,15825,0,0
387,2023-03-31 16:00:00,1.08873,1.09018,1.08576,1.08694,20136,0,0
388,2023-03-31 20:00:00,1.08694,1.08712,1.08363,1.08429,8091,0,0
389,2023-04-03 00:00:00,1.08398,1.08429,1.07987,1.08138,9440,0,0
390,2023-04-03 04:00:00,1.08139,1.08169,1.07882,1.07931,10084,0,0
391,2023-04-03 08:00:00,1.07931,1.08498,1.07892,1.08429,14727,0,0
392,2023-04-03 12:00:00,1.08428,1.08779,1.08428,1.08651,15159,0,0
393,2023-04-03 16:00:00,1.08651,1.09167,1.08645,1.08887,21544,0,0
394,2023-04-03 20:00:00,1.08887,1.09082,1.08801,1.0903100000000001,7417,0,0
395,2023-04-04 00:00:00,1.09015,1.09099,1.0899,1.0901,4950,0,0
396,2023-04-04 04:00:00,1.0901,1.09015,1.08879,1.08945,7956,0,0
397,2023-04-04 08:00:00,1.08945,1.09384,1.0883,1.09171,14774,0,0
398,2023-04-04 12:00:00,1.09172,1.09361,1.08869,1.08913,15418,0,0
399,2023-04-04 16:00:00,1.08912,1.09733,1.08885,1.09463,24781,0,0
400,2023-04-04 20:00:00,1.09463,1.09581,1.09437,1.0956,5506,0,0
401,2023-04-05 00:00:00,1.09547,1.09696,1.09443,1.09606,5154,0,0
402,2023-04-05 04:00:00,1.09605,1.09643,1.09537,1.0955,7244,0,0
403,2023-04-05 08:00:00,1.0955,1.09682,1.09409,1.09513,12647,0,0
404,2023-04-05 12:00:00,1.09514,1.09631,1.0935,1.09579,15640,0,0
405,2023-04-05 16:00:00,1.09578,1.09668,1.08962,1.08968,22483,0,0
406,2023-04-05 20:00:00,1.08969,1.09098,1.08911,1.09056,5394,0,0
407,2023-04-06 00:00:00,1.09063,1.09102,1.0893,1.08939,5692,0,0
408,2023-04-06 04:00:00,1.08939,1.0896,1.08846,1.08928,5092,0,0
409,2023-04-06 08:00:00,1.08928,1.09173,1.08897,1.08995,12353,0,0
410,2023-04-06 12:00:00,1.08994,1.0919,1.08897,1.08922,12590,0,0
411,2023-04-06 16:00:00,1.08922,1.09377,1.0886,1.09343,15560,0,0
412,2023-04-06 20:00:00,1.09343,1.09362,1.09163,1.09192,4549,0,0
413,2023-04-07 00:00:00,1.09198,1.0924,1.09141,1.09155,2622,0,0
414,2023-04-07 04:00:00,1.09155,1.09216,1.09146,1.09147,2736,0,0
415,2023-04-07 08:00:00,1.09148,1.0919699999999999,1.09115,1.09156,3198,0,0
416,2023-04-07 12:00:00,1.09156,1.09218,1.08757,1.09036,7412,0,0
417,2023-04-07 16:00:00,1.09035,1.09156,1.08934,1.091,5588,0,0
418,2023-04-07 20:00:00,1.09094,1.09104,1.08973,1.08984,2160,0,0
419,2023-04-10 00:00:00,1.0895299999999999,1.09147,1.0895299999999999,1.09034,4715,0,0
420,2023-04-10 04:00:00,1.09035,1.09068,1.08947,1.08964,5540,0,0
421,2023-04-10 08:00:00,1.08964,1.09173,1.0891,1.0912,5863,0,0
422,2023-04-10 12:00:00,1.0912,1.09167,1.08471,1.08489,11299,0,0
423,2023-04-10 16:00:00,1.0849,1.08574,1.08313,1.08477,11951,0,0
424,2023-04-10 20:00:00,1.0848,1.08632,1.0848,1.08613,5683,0,0
425,2023-04-11 00:00:00,1.08599,1.08789,1.08458,1.08776,6271,0,0
426,2023-04-11 04:00:00,1.08777,1.08878,1.0867,1.08826,7823,0,0
427,2023-04-11 08:00:00,1.08825,1.09103,1.0881,1.0907,13144,0,0
428,2023-04-11 12:00:00,1.0907,1.09268,1.09022,1.09121,12959,0,0
429,2023-04-11 16:00:00,1.09121,1.09282,1.08974,1.08989,13296,0,0
430,2023-04-11 20:00:00,1.08989,1.0917,1.08962,1.09131,4576,0,0
431,2023-04-12 00:00:00,1.09122,1.09277,1.0906,1.09253,3221,0,0
432,2023-04-12 04:00:00,1.09253,1.09288,1.09165,1.09256,6136,0,0
433,2023-04-12 08:00:00,1.09256,1.09373,1.09161,1.09238,10509,0,0
434,2023-04-12 12:00:00,1.09235,1.099,1.0919699999999999,1.0964,15108,0,0
435,2023-04-12 16:00:00,1.09641,1.1,1.09583,1.0996299999999999,20375,0,0
436,2023-04-12 20:00:00,1.09962,1.10004,1.09864,1.09914,6558,0,0
437,2023-04-13 00:00:00,1.09903,1.10051,1.09866,1.10021,3631,0,0
438,2023-04-13 04:00:00,1.10022,1.10034,1.09838,1.099,5119,0,0
439,2023-04-13 08:00:00,1.09898,1.10252,1.09766,1.10148,11424,0,0
440,2023-04-13 12:00:00,1.10148,1.10537,1.10084,1.10489,15628,0,0
441,2023-04-13 16:00:00,1.1049,1.10678,1.10434,1.10557,17214,0,0
442,2023-04-13 20:00:00,1.10559,1.10599,1.1044,1.10473,5253,0,0
443,2023-04-14 00:00:00,1.10462,1.1059,1.10436,1.10545,3555,0,0
444,2023-04-14 04:00:00,1.10545,1.10752,1.10531,1.10691,6195,0,0
445,2023-04-14 08:00:00,1.10692,1.10759,1.10539,1.10591,10141,0,0
446,2023-04-14 12:00:00,1.10591,1.1074,1.10186,1.10347,16990,0,0
447,2023-04-14 16:00:00,1.10342,1.10365,1.09724,1.09778,24134,0,0
448,2023-04-14 20:00:00,1.09778,1.09993,1.09754,1.09946,6741,0,0
449,2023-04-17 00:00:00,1.09886,1.09943,1.09727,1.09727,3942,0,0
450,2023-04-17 04:00:00,1.09731,1.09848,1.09617,1.09846,6729,0,0
451,2023-04-17 08:00:00,1.09846,1.09998,1.09642,1.0965,11328,0,0
452,2023-04-17 12:00:00,1.0965,1.0985,1.09516,1.09537,13356,0,0
453,2023-04-17 16:00:00,1.09537,1.09571,1.09093,1.09119,18800,0,0
454,2023-04-17 20:00:00,1.09119,1.09313,1.09118,1.09287,5135,0,0
455,2023-04-18 00:00:00,1.09269,1.09291,1.09202,1.09252,2869,0,0
456,2023-04-18 04:00:00,1.09252,1.0939,1.09234,1.0937000000000001,6591,0,0
457,2023-04-18 08:00:00,1.0937000000000001,1.09829,1.09344,1.09812,12256,0,0
458,2023-04-18 12:00:00,1.09812,1.0983,1.09546,1.09558,13082,0,0
459,2023-04-18 16:00:00,1.09558,1.09712,1.0943,1.09703,15610,0,0
460,2023-04-18 20:00:00,1.09704,1.09749,1.09673,1.09723,5353,0,0
461,2023-04-19 00:00:00,1.09728,1.09829,1.09635,1.09827,5240,0,0
462,2023-04-19 04:00:00,1.09826,1.0984,1.09649,1.09686,5564,0,0
463,2023-04-19 08:00:00,1.09686,1.09725,1.09465,1.09554,15420,0,0
464,2023-04-19 12:00:00,1.09552,1.09633,1.09174,1.09498,14867,0,0
465,2023-04-19 16:00:00,1.09498,1.09794,1.09474,1.09657,14947,0,0
466,2023-04-19 20:00:00,1.0965799999999999,1.09668,1.09516,1.09558,5777,0,0
467,2023-04-20 00:00:00,1.09545,1.09591,1.0947,1.09567,3431,0,0
468,2023-04-20 04:00:00,1.09566,1.09617,1.09495,1.09592,5848,0,0
469,2023-04-20 08:00:00,1.09592,1.09785,1.095,1.09714,13050,0,0
470,2023-04-20 12:00:00,1.09715,1.0985,1.09335,1.09777,15985,0,0
471,2023-04-20 16:00:00,1.09776,1.09898,1.09634,1.09673,17051,0,0
472,2023-04-20 20:00:00,1.09673,1.09727,1.09564,1.09698,6369,0,0
473,2023-04-21 00:00:00,1.09698,1.09724,1.09618,1.09702,3115,0,0
474,2023-04-21 04:00:00,1.09702,1.09732,1.09587,1.09605,4420,0,0
475,2023-04-21 08:00:00,1.09606,1.09722,1.09379,1.09596,12941,0,0
476,2023-04-21 12:00:00,1.09596,1.0990199999999999,1.0949,1.09882,11233,0,0
477,2023-04-21 16:00:00,1.09881,1.09938,1.09426,1.09792,19423,0,0
478,2023-04-21 20:00:00,1.09792,1.09928,1.09722,1.09894,6095,0,0
479,2023-04-24 00:00:00,1.09885,1.09961,1.09842,1.09948,2851,0,0
480,2023-04-24 04:00:00,1.09949,1.09949,1.09796,1.09805,5265,0,0
481,2023-04-24 08:00:00,1.09805,1.10095,1.09659,1.10086,11068,0,0
482,2023-04-24 12:00:00,1.10086,1.10251,1.09991,1.10232,11959,0,0
483,2023-04-24 16:00:00,1.1023,1.1037,1.1013,1.1034,14076,0,0
484,2023-04-24 20:00:00,1.10341,1.10501,1.10336,1.10446,4789,0,0
485,2023-04-25 00:00:00,1.10457,1.10666,1.10406,1.10592,3967,0,0
486,2023-04-25 04:00:00,1.10592,1.1067,1.10508,1.10513,5874,0,0
487,2023-04-25 08:00:00,1.10513,1.10565,1.10247,1.10397,13393,0,0
488,2023-04-25 12:00:00,1.10398,1.1044100000000001,1.10096,1.10173,11143,0,0
489,2023-04-25 16:00:00,1.10173,1.10188,1.09653,1.09681,17485,0,0
490,2023-04-25 20:00:00,1.09681,1.09763,1.09641,1.09746,7833,0,0
491,2023-04-26 00:00:00,1.0973,1.09804,1.09604,1.09782,4982,0,0
492,2023-04-26 04:00:00,1.09783,1.09819,1.09683,1.09813,6160,0,0
493,2023-04-26 08:00:00,1.09813,1.10431,1.09799,1.10419,14347,0,0
494,2023-04-26 12:00:00,1.1042,1.10627,1.10313,1.10538,18891,0,0
495,2023-04-26 16:00:00,1.10538,1.10956,1.1033,1.10411,22053,0,0
496,2023-04-26 20:00:00,1.10411,1.10422,1.10324,1.10416,7403,0,0
497,2023-04-27 00:00:00,1.10382,1.10475,1.1031900000000001,1.10458,4274,0,0
498,2023-04-27 04:00:00,1.10456,1.1055,1.1039,1.10507,5696,0,0
499,2023-04-27 08:00:00,1.10507,1.10635,1.10401,1.1053,12548,0,0
500,2023-04-27 12:00:00,1.1053,1.10575,1.10007,1.10131,16601,0,0
501,2023-04-27 16:00:00,1.10131,1.10269,1.09922,1.10087,19908,0,0
502,2023-04-27 20:00:00,1.10087,1.10299,1.10055,1.10284,6370,0,0
503,2023-04-28 00:00:00,1.10281,1.10395,1.10199,1.10346,4866,0,0
504,2023-04-28 04:00:00,1.10346,1.10347,1.10082,1.10137,10655,0,0
505,2023-04-28 08:00:00,1.10137,1.10365,1.09768,1.09914,18797,0,0
506,2023-04-28 12:00:00,1.09914,1.09986,1.09624,1.09846,16475,0,0
507,2023-04-28 16:00:00,1.09846,1.1045,1.09827,1.10309,24454,0,0
508,2023-04-28 20:00:00,1.10309,1.10311,1.10121,1.10163,7311,0,0
509,2023-05-01 00:00:00,1.10119,1.10219,1.10045,1.10055,4345,0,0
510,2023-05-01 04:00:00,1.10055,1.10144,1.10007,1.10064,5125,0,0
511,2023-05-01 08:00:00,1.10064,1.1009,1.09915,1.09922,8160,0,0
512,2023-05-01 12:00:00,1.09923,1.10339,1.09884,1.1033,8561,0,0
513,2023-05-01 16:00:00,1.1033,1.10357,1.09644,1.09676,17580,0,0
514,2023-05-01 20:00:00,1.09676,1.09762,1.09654,1.09759,6927,0,0
515,2023-05-02 00:00:00,1.09755,1.09791,1.09631,1.09789,4329,0,0
516,2023-05-02 04:00:00,1.09788,1.09944,1.09785,1.09847,6376,0,0
517,2023-05-02 08:00:00,1.09847,1.10066,1.096,1.09717,14076,0,0
518,2023-05-02 12:00:00,1.09731,1.09819,1.09482,1.0955300000000001,12111,0,0
519,2023-05-02 16:00:00,1.09554,1.10032,1.09422,1.09999,22124,0,0
520,2023-05-02 20:00:00,1.09999,1.1008,1.09947,1.09993,5710,0,0
521,2023-05-03 00:00:00,1.09983,1.10206,1.09969,1.10173,3947,0,0
522,2023-05-03 04:00:00,1.10174,1.10299,1.10129,1.10218,4673,0,0
523,2023-05-03 08:00:00,1.10218,1.10469,1.10143,1.10397,10781,0,0
524,2023-05-03 12:00:00,1.10395,1.1047,1.10216,1.10385,12315,0,0
525,2023-05-03 16:00:00,1.10387,1.10594,1.10288,1.1047,15953,0,0
526,2023-05-03 20:00:00,1.1047,1.10916,1.10373,1.106,26259,0,0
527,2023-05-04 00:00:00,1.10606,1.10873,1.10527,1.10758,6831,0,0
528,2023-05-04 04:00:00,1.10758,1.10877,1.10713,1.10815,7074,0,0
529,2023-05-04 08:00:00,1.10815,1.10918,1.10371,1.10401,13501,0,0
530,2023-05-04 12:00:00,1.10403,1.10837,1.10013,1.10095,19431,0,0
531,2023-05-04 16:00:00,1.10094,1.10555,1.09862,1.10247,31227,0,0
532,2023-05-04 20:00:00,1.10248,1.10316,1.10113,1.10138,8149,0,0
533,2023-05-05 00:00:00,1.10105,1.10296,1.10087,1.1025,2782,0,0
534,2023-05-05 04:00:00,1.1025,1.1045,1.1025,1.10418,5056,0,0
535,2023-05-05 08:00:00,1.10418,1.10479,1.10241,1.10283,11550,0,0
536,2023-05-05 12:00:00,1.10283,1.1031900000000001,1.09667,1.09759,14621,0,0
537,2023-05-05 16:00:00,1.0976,1.10367,1.0976,1.10322,18983,0,0
538,2023-05-05 20:00:00,1.10322,1.10347,1.10096,1.10182,7438,0,0
539,2023-05-08 00:00:00,1.10226,1.10253,1.10142,1.10242,3815,0,0
540,2023-05-08 04:00:00,1.10243,1.10443,1.10187,1.10436,5105,0,0
541,2023-05-08 08:00:00,1.10438,1.10538,1.10359,1.10362,9530,0,0
542,2023-05-08 12:00:00,1.10366,1.10515,1.1023,1.10371,10742,0,0
543,2023-05-08 16:00:00,1.10371,1.10444,1.10117,1.10272,10812,0,0
544,2023-05-08 20:00:00,1.10275,1.10293,1.10001,1.10043,5940,0,0
545,2023-05-09 00:00:00,1.10033,1.1005,1.0985,1.09898,5354,0,0
546,2023-05-09 04:00:00,1.09898,1.09954,1.0985,1.09889,4364,0,0
547,2023-05-09 08:00:00,1.09887,1.10008,1.09728,1.09789,12388,0,0
548,2023-05-09 12:00:00,1.09789,1.09844,1.09499,1.09501,10295,0,0
549,2023-05-09 16:00:00,1.09501,1.09645,1.09411,1.0955300000000001,13848,0,0
550,2023-05-09 20:00:00,1.0955300000000001,1.09725,1.09544,1.09604,6138,0,0
551,2023-05-10 00:00:00,1.09606,1.09721,1.0945,1.09692,4723,0,0
552,2023-05-10 04:00:00,1.09693,1.09773,1.09682,1.09722,4116,0,0
553,2023-05-10 08:00:00,1.09722,1.09825,1.09501,1.09521,11506,0,0
554,2023-05-10 12:00:00,1.09518,1.10058,1.09417,1.10008,15624,0,0
555,2023-05-10 16:00:00,1.10007,1.1007,1.09642,1.09704,21774,0,0
556,2023-05-10 20:00:00,1.09704,1.09849,1.09617,1.0983,7241,0,0
557,2023-05-11 00:00:00,1.09818,1.09931,1.09771,1.09927,3632,0,0
558,2023-05-11 04:00:00,1.09927,1.09981,1.09697,1.09754,5751,0,0
559,2023-05-11 08:00:00,1.09754,1.09824,1.09182,1.09285,15509,0,0
560,2023-05-11 12:00:00,1.09286,1.0948,1.0918,1.09329,18643,0,0
561,2023-05-11 16:00:00,1.09329,1.09332,1.09002,1.09252,20342,0,0
562,2023-05-11 20:00:00,1.09253,1.0925799999999999,1.09108,1.09165,5579,0,0
563,2023-05-12 00:00:00,1.09149,1.09215,1.09115,1.09214,3277,0,0
564,2023-05-12 04:00:00,1.09214,1.09269,1.0915,1.09262,5500,0,0
565,2023-05-12 08:00:00,1.09263,1.09356,1.09045,1.09135,13035,0,0
566,2023-05-12 12:00:00,1.09135,1.09174,1.08814,1.08869,12610,0,0
567,2023-05-12 16:00:00,1.08869,1.08975,1.08486,1.08519,18536,0,0
568,2023-05-12 20:00:00,1.08517,1.08568,1.08478,1.08498,8284,0,0
569,2023-05-15 00:00:00,1.0853,1.08556,1.08454,1.0853,3933,0,0
570,2023-05-15 04:00:00,1.0853,1.08643,1.08523,1.08631,5083,0,0
571,2023-05-15 08:00:00,1.08631,1.08802,1.08601,1.08686,11083,0,0
572,2023-05-15 12:00:00,1.08686,1.0890900000000001,1.08556,1.08791,12323,0,0
573,2023-05-15 16:00:00,1.0879,1.0882,1.08639,1.08789,13509,0,0
574,2023-05-15 20:00:00,1.08789,1.08789,1.08728,1.08741,5158,0,0
575,2023-05-16 00:00:00,1.0873599999999999,1.0882,1.08715,1.08818,2394,0,0
576,2023-05-16 04:00:00,1.08818,1.08846,1.08683,1.08822,4465,0,0
577,2023-05-16 08:00:00,1.08822,1.08979,1.0863,1.08911,13174,0,0
578,2023-05-16 12:00:00,1.08911,1.09047,1.08681,1.08817,13388,0,0
579,2023-05-16 16:00:00,1.08817,1.0889199999999999,1.08549,1.08669,18957,0,0
580,2023-05-16 20:00:00,1.08672,1.08712,1.08582,1.08616,6719,0,0
581,2023-05-17 00:00:00,1.08617,1.08718,1.08573,1.08705,2904,0,0
582,2023-05-17 04:00:00,1.08705,1.0873599999999999,1.08622,1.08648,4775,0,0
583,2023-05-17 08:00:00,1.08648,1.08653,1.08272,1.08291,13746,0,0
584,2023-05-17 12:00:00,1.08288,1.08415,1.08138,1.08239,12499,0,0
585,2023-05-17 16:00:00,1.08239,1.08454,1.08103,1.08419,17814,0,0
586,2023-05-17 20:00:00,1.0842,1.0849199999999999,1.08364,1.08381,7908,0,0
587,2023-05-18 00:00:00,1.08377,1.08452,1.08348,1.08422,2920,0,0
588,2023-05-18 04:00:00,1.08422,1.0848,1.08327,1.0833,5604,0,0
589,2023-05-18 08:00:00,1.08331,1.08359,1.08092,1.08166,11903,0,0
590,2023-05-18 12:00:00,1.08167,1.082,1.07853,1.07901,12396,0,0
591,2023-05-18 16:00:00,1.07902,1.07951,1.07628,1.07632,17185,0,0
592,2023-05-18 20:00:00,1.0763,1.07748,1.07625,1.07711,6749,0,0
593,2023-05-19 00:00:00,1.07686,1.07801,1.07643,1.07739,3409,0,0
594,2023-05-19 04:00:00,1.07738,1.07759,1.07599,1.07637,5967,0,0
595,2023-05-19 08:00:00,1.07637,1.07946,1.07616,1.07882,12400,0,0
596,2023-05-19 12:00:00,1.07882,1.08236,1.07877,1.0806,15098,0,0
597,2023-05-19 16:00:00,1.08058,1.08267,1.07822,1.08208,24567,0,0
598,2023-05-19 20:00:00,1.08209,1.08288,1.07977,1.08048,7718,0,0
599,2023-05-22 00:00:00,1.08045,1.08249,1.08045,1.08235,3811,0,0
600,2023-05-22 04:00:00,1.08236,1.08299,1.08178,1.08186,7368,0,0
601,2023-05-22 08:00:00,1.08186,1.08242,1.07956,1.08104,14144,0,0
602,2023-05-22 12:00:00,1.08103,1.08314,1.08083,1.08193,13198,0,0
603,2023-05-22 16:00:00,1.08193,1.08244,1.07962,1.08099,18004,0,0
604,2023-05-22 20:00:00,1.08099,1.08217,1.0808200000000001,1.08131,7309,0,0
605,2023-05-23 00:00:00,1.0811,1.08205,1.08061,1.08116,4378,0,0
606,2023-05-23 04:00:00,1.08116,1.08119,1.08027,1.08104,6319,0,0
607,2023-05-23 08:00:00,1.08104,1.0813,1.07849,1.08033,15401,0,0
608,2023-05-23 12:00:00,1.08033,1.08038,1.07632,1.07638,14321,0,0
609,2023-05-23 16:00:00,1.0764,1.07956,1.07602,1.07669,21383,0,0
610,2023-05-23 20:00:00,1.07669,1.07809,1.07642,1.07709,6844,0,0
611,2023-05-24 00:00:00,1.07693,1.07751,1.07637,1.07725,5371,0,0
612,2023-05-24 04:00:00,1.07725,1.07824,1.07677,1.07801,6421,0,0
613,2023-05-24 08:00:00,1.07801,1.07949,1.07703,1.0777700000000001,16692,0,0
614,2023-05-24 12:00:00,1.0777700000000001,1.08014,1.0748199999999999,1.07895,16623,0,0
615,2023-05-24 16:00:00,1.07895,1.07941,1.07496,1.0756000000000001,20815,0,0
616,2023-05-24 20:00:00,1.07561,1.07659,1.07493,1.07505,10807,0,0
617,2023-05-25 00:00:00,1.07486,1.07566,1.07422,1.07505,4359,0,0
618,2023-05-25 04:00:00,1.07503,1.07535,1.0733,1.07343,5939,0,0
619,2023-05-25 08:00:00,1.07343,1.0744,1.07141,1.0723,14489,0,0
620,2023-05-25 12:00:00,1.07229,1.07404,1.07148,1.07184,16889,0,0
621,2023-05-25 16:00:00,1.07183,1.07325,1.07074,1.07126,21129,0,0
622,2023-05-25 20:00:00,1.07126,1.07294,1.07115,1.07251,8448,0,0
623,2023-05-26 00:00:00,1.07242,1.07276,1.0719,1.07254,3861,0,0
624,2023-05-26 04:00:00,1.07253,1.07409,1.07243,1.07399,5542,0,0
625,2023-05-26 08:00:00,1.07399,1.07445,1.07254,1.07317,13130,0,0
626,2023-05-26 12:00:00,1.07315,1.07587,1.07257,1.0742,15293,0,0
627,2023-05-26 16:00:00,1.0742,1.07506,1.07018,1.07196,21963,0,0
628,2023-05-26 20:00:00,1.07196,1.07329,1.07187,1.07258,6190,0,0
629,2023-05-29 00:00:00,1.07178,1.07286,1.07159,1.07198,3391,0,0
630,2023-05-29 04:00:00,1.07198,1.07364,1.07184,1.07362,4268,0,0
631,2023-05-29 08:00:00,1.07362,1.07436,1.07154,1.07241,7210,0,0
632,2023-05-29 12:00:00,1.07239,1.07239,1.07099,1.07149,6281,0,0
633,2023-05-29 16:00:00,1.07149,1.07158,1.07061,1.07128,4375,0,0
634,2023-05-29 20:00:00,1.07129,1.07151,1.07055,1.07093,1287,0,0
635,2023-05-30 00:00:00,1.0708199999999999,1.07198,1.07042,1.07137,4450,0,0
636,2023-05-30 04:00:00,1.07138,1.07264,1.07012,1.0708199999999999,6827,0,0
637,2023-05-30 08:00:00,1.07081,1.07084,1.06726,1.07047,17322,0,0
638,2023-05-30 12:00:00,1.07047,1.07467,1.06971,1.07224,17548,0,0
639,2023-05-30 16:00:00,1.07224,1.07409,1.07163,1.07209,18601,0,0
640,2023-05-30 20:00:00,1.07208,1.07347,1.0714299999999999,1.07346,7371,0,0
641,2023-05-31 00:00:00,1.0733,1.07356,1.0723799999999999,1.07351,3527,0,0
642,2023-05-31 04:00:00,1.07351,1.07355,1.06943,1.06982,7304,0,0
643,2023-05-31 08:00:00,1.06982,1.0699,1.06587,1.06598,16912,0,0
644,2023-05-31 12:00:00,1.06596,1.06875,1.06596,1.06808,12250,0,0
645,2023-05-31 16:00:00,1.06808,1.07053,1.06353,1.0638,25895,0,0
646,2023-05-31 20:00:00,1.0638,1.06921,1.06355,1.06885,11186,0,0
647,2023-06-01 00:00:00,1.06872,1.06974,1.06801,1.06865,4490,0,0
648,2023-06-01 04:00:00,1.06865,1.06939,1.06801,1.06818,7841,0,0
649,2023-06-01 08:00:00,1.06815,1.06869,1.06619,1.06866,12574,0,0
650,2023-06-01 12:00:00,1.06872,1.07156,1.06829,1.0708199999999999,15292,0,0
651,2023-06-01 16:00:00,1.07081,1.07641,1.0703,1.07599,19875,0,0
652,2023-06-01 20:00:00,1.07601,1.07686,1.07558,1.07615,6253,0,0
653,2023-06-02 00:00:00,1.07617,1.07654,1.0755,1.07618,3318,0,0
654,2023-06-02 04:00:00,1.07618,1.07691,1.07586,1.07631,5175,0,0
655,2023-06-02 08:00:00,1.07632,1.07791,1.07601,1.07743,9710,0,0
656,2023-06-02 12:00:00,1.07742,1.0777,1.07346,1.07474,15599,0,0
657,2023-06-02 16:00:00,1.07474,1.07711,1.07088,1.07101,19549,0,0
